"";"Gender";"Ever_Married";"Age";"Graduated";"Profession";"Work_Experience";"Spending_Score";"Family_Size";"Var_1";"Segmentation"
"6029";"Male";"No";45;"Yes";"Entertainment";1;"Low";2;"Cat_6";"A"
"6030";"Male";"No";25;"Yes";"Doctor";7;"Low";1;"Cat_6";"A"
"6031";"Male";"Yes";37;"Yes";"Artist";6;"Low";1;"Cat_6";"B"
"6032";"Female";"Yes";37;"Yes";"Artist";5;"Average";3;"Cat_6";"B"
"6033";"Female";"Yes";60;"Yes";"Artist";8;"High";6;"Cat_6";"C"
"6034";"Female";"Yes";76;"Yes";"Lawyer";1;"High";2;"Cat_6";"C"
"6035";"Male";"Yes";47;"Yes";"Doctor";0;"Average";4;"Cat_6";"A"
"6036";"Female";"Yes";42;"Yes";"Artist";8;"Low";1;"Cat_6";"A"
"6037";"Male";"Yes";66;"Yes";"Artist";0;"Low";4;"Cat_2";"C"
"6039";"Male";"Yes";40;"Yes";"Artist";9;"Average";3;"Cat_6";"C"
"6040";"Male";"No";21;"No";"Healthcare";13;"Low";6;"Cat_6";"D"
"6041";"Female";"No";42;"No";"Doctor";8;"Low";1;"Cat_3";"A"
"6042";"Male";"Yes";57;"Yes";"Doctor";5;"Average";2;"Cat_6";"C"
"6043";"Male";"No";23;"No";"Healthcare";4;"Low";3;"Cat_6";"D"
"6044";"Female";"Yes";52;"Yes";"Artist";2;"Average";4;"Cat_6";"C"
"6045";"Male";"Yes";42;"Yes";"Doctor";1;"Average";2;"Cat_1";"C"
"6046";"Male";"No";28;"No";"Doctor";0;"Low";4;"Cat_3";"D"
"6047";"Male";"Yes";43;"Yes";"Artist";9;"Average";3;"Cat_6";"A"
"6048";"Male";"No";30;"Yes";"Doctor";3;"Low";2;"Cat_6";"D"
"6049";"Male";"No";26;"No";"Healthcare";1;"Low";6;"Cat_4";"A"
"6050";"Male";"Yes";86;"Yes";"Executive";0;"High";2;"Cat_2";"C"
"6051";"Male";"Yes";52;"Yes";"Entertainment";0;"Average";2;"Cat_6";"C"
"6052";"Female";"Yes";43;"No";"Engineer";0;"Low";1;"Cat_6";"A"
"6054";"Male";"Yes";53;"Yes";"Artist";1;"Average";3;"Cat_6";"C"
"6055";"Male";"No";33;"Yes";"Healthcare";3;"Low";1;"Cat_6";"D"
"6056";"Male";"Yes";25;"Yes";"Healthcare";9;"Low";2;"Cat_6";"C"
"6057";"Female";"Yes";55;"Yes";"Artist";1;"Low";1;"Cat_6";"B"
"6058";"Female";"Yes";47;"Yes";"Engineer";9;"Average";4;"Cat_2";"C"
"6060";"Male";"No";27;"No";"Doctor";9;"Low";4;"Cat_6";"D"
"6061";"Male";"Yes";38;"Yes";"Healthcare";8;"Average";4;"Cat_6";"C"
"6062";"Female";"Yes";69;"Yes";"Artist";2;"Average";9;"Cat_5";"C"
"6063";"Male";"No";19;"No";"Doctor";1;"Low";5;"Cat_4";"C"
"6064";"Female";"No";28;"No";"Marketing";9;"Low";2;"Cat_3";"D"
"6065";"Male";"Yes";65;"Yes";"Artist";1;"High";2;"Cat_6";"C"
"6067";"Female";"No";22;"No";"Healthcare";0;"Low";4;"Cat_6";"D"
"6068";"Female";"Yes";25;"No";"Homemaker";11;"Average";3;"Cat_6";"D"
"6069";"Female";"No";52;"Yes";"Artist";1;"Low";2;"Cat_6";"A"
"6070";"Female";"No";37;"Yes";"Artist";0;"Low";2;"Cat_6";"B"
"6071";"Male";"Yes";29;"Yes";"Entertainment";0;"Low";2;"Cat_2";"D"
"6072";"Male";"No";31;"Yes";"Healthcare";0;"Low";3;"Cat_3";"D"
"6073";"Female";"No";36;"Yes";"Marketing";9;"Low";1;"Cat_3";"C"
"6074";"Female";"No";73;"Yes";"Artist";0;"Low";1;"Cat_6";"C"
"6075";"Male";"Yes";51;"Yes";"Artist";2;"Low";2;"Cat_6";"A"
"6077";"Male";"Yes";60;"No";"Executive";0;"High";2;"Cat_6";"B"
"6079";"Female";"No";22;"No";"Healthcare";9;"Low";4;"Cat_6";"D"
"6080";"Male";"Yes";28;"Yes";"Engineer";9;"Average";2;"Cat_3";"C"
"6081";"Female";"Yes";52;"Yes";"Artist";1;"Average";3;"Cat_6";"C"
"6082";"Female";"No";28;"No";"Doctor";0;"Low";4;"Cat_6";"C"
"6083";"Female";"Yes";37;"Yes";"Artist";5;"Average";2;"Cat_6";"B"
"6084";"Male";"Yes";53;"Yes";"Doctor";2;"Average";3;"Cat_6";"C"
"6085";"Female";"No";23;"No";"Lawyer";0;"Low";6;"Cat_3";"B"
"6086";"Female";"Yes";75;"Yes";"Lawyer";0;"High";2;"Cat_6";"B"
"6088";"Male";"Yes";53;"Yes";"Artist";0;"High";4;"Cat_6";"C"
"6089";"Male";"Yes";30;"Yes";"Artist";12;"Average";2;"Cat_6";"B"
"6090";"Female";"Yes";31;"No";"Entertainment";0;"Average";2;"Cat_3";"A"
"6091";"Male";"No";27;"Yes";"Doctor";0;"Low";5;"Cat_6";"B"
"6092";"Male";"Yes";65;"Yes";"Lawyer";0;"Low";1;"Cat_6";"A"
"6094";"Male";"Yes";52;"No";"Entertainment";0;"Average";2;"Cat_4";"B"
"6096";"Female";"No";51;"No";"Engineer";8;"Low";6;"Cat_4";"D"
"6097";"Female";"Yes";30;"Yes";"Engineer";8;"Average";5;"Cat_4";"D"
"6098";"Male";"No";42;"Yes";"Artist";11;"Low";2;"Cat_6";"C"
"6099";"Female";"No";19;"No";"Healthcare";9;"Low";8;"Cat_5";"D"
"6100";"Male";"Yes";50;"Yes";"Executive";0;"High";4;"Cat_6";"B"
"6101";"Male";"Yes";41;"Yes";"Artist";0;"Average";4;"Cat_4";"C"
"6102";"Female";"No";36;"No";"Engineer";14;"Low";4;"Cat_6";"D"
"6103";"Female";"Yes";43;"Yes";"Healthcare";0;"Average";2;"Cat_3";"A"
"6104";"Male";"Yes";85;"No";"Lawyer";0;"Low";1;"Cat_6";"D"
"6108";"Female";"Yes";47;"Yes";"Artist";1;"Average";2;"Cat_7";"C"
"6109";"Female";"Yes";60;"Yes";"Lawyer";0;"Low";2;"Cat_6";"D"
"6111";"Female";"No";37;"Yes";"Doctor";5;"Low";1;"Cat_2";"B"
"6112";"Male";"No";31;"Yes";"Healthcare";0;"Low";2;"Cat_4";"C"
"6117";"Male";"No";37;"Yes";"Artist";4;"Low";7;"Cat_7";"A"
"6118";"Male";"Yes";35;"Yes";"Engineer";1;"Average";4;"Cat_3";"A"
"6119";"Male";"No";50;"Yes";"Artist";1;"Low";1;"Cat_2";"B"
"6120";"Male";"No";21;"No";"Healthcare";1;"Low";4;"Cat_4";"D"
"6121";"Male";"Yes";59;"No";"Entertainment";1;"Average";2;"Cat_7";"C"
"6122";"Female";"No";20;"No";"Healthcare";1;"Low";5;"Cat_4";"D"
"6123";"Female";"No";49;"Yes";"Engineer";9;"Low";1;"Cat_6";"A"
"6124";"Male";"Yes";62;"Yes";"Executive";0;"High";4;"Cat_6";"C"
"6125";"Male";"Yes";61;"Yes";"Artist";0;"Average";5;"Cat_6";"C"
"6127";"Female";"Yes";41;"No";"Marketing";5;"Average";3;"Cat_6";"A"
"6128";"Male";"Yes";21;"No";"Doctor";1;"Low";3;"Cat_3";"D"
"6130";"Female";"Yes";38;"No";"Engineer";1;"Average";6;"Cat_4";"B"
"6133";"Female";"Yes";48;"Yes";"Artist";2;"Low";2;"Cat_6";"C"
"6135";"Male";"No";30;"Yes";"Healthcare";1;"Low";1;"Cat_6";"D"
"6137";"Male";"No";19;"No";"Healthcare";0;"Low";4;"Cat_2";"D"
"6139";"Male";"Yes";43;"Yes";"Healthcare";1;"High";4;"Cat_4";"B"
"6140";"Male";"Yes";38;"Yes";"Entertainment";2;"Average";2;"Cat_6";"B"
"6141";"Male";"No";32;"No";"Doctor";10;"Low";2;"Cat_6";"D"
"6142";"Female";"No";38;"Yes";"Healthcare";8;"Low";2;"Cat_6";"D"
"6143";"Female";"No";43;"Yes";"Artist";0;"Low";3;"Cat_6";"A"
"6144";"Male";"No";76;"Yes";"Lawyer";0;"Low";2;"Cat_6";"A"
"6145";"Male";"No";30;"Yes";"Healthcare";9;"Low";5;"Cat_6";"D"
"6146";"Male";"No";31;"No";"Healthcare";1;"Low";4;"Cat_7";"D"
"6147";"Male";"No";23;"No";"Healthcare";0;"Low";3;"Cat_3";"D"
"6148";"Male";"Yes";70;"No";"Lawyer";0;"High";3;"Cat_1";"B"
"6149";"Female";"No";25;"No";"Engineer";1;"Low";1;"Cat_4";"A"
"6150";"Male";"No";29;"No";"Marketing";1;"Low";2;"Cat_6";"D"
"6151";"Female";"Yes";50;"Yes";"Artist";1;"Average";3;"Cat_6";"C"
"6152";"Male";"Yes";71;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
"6153";"Female";"No";18;"No";"Healthcare";0;"Low";5;"Cat_4";"D"
"6157";"Female";"No";41;"Yes";"Artist";2;"Low";1;"Cat_6";"A"
"6158";"Male";"No";20;"No";"Marketing";0;"Low";3;"Cat_3";"B"
"6159";"Male";"Yes";27;"No";"Entertainment";14;"Average";2;"Cat_6";"A"
"6160";"Male";"Yes";27;"Yes";"Healthcare";1;"High";2;"Cat_6";"D"
"6161";"Female";"No";18;"No";"Healthcare";0;"Low";4;"Cat_4";"D"
"6162";"Female";"Yes";41;"Yes";"Artist";9;"High";2;"Cat_2";"B"
"6163";"Male";"Yes";67;"No";"Lawyer";1;"Average";2;"Cat_6";"A"
"6164";"Female";"Yes";28;"Yes";"Artist";0;"Low";2;"Cat_7";"A"
"6166";"Male";"Yes";45;"No";"Artist";1;"Average";4;"Cat_6";"B"
"6167";"Male";"Yes";36;"No";"Executive";8;"High";4;"Cat_6";"C"
"6169";"Female";"No";33;"No";"Engineer";1;"Low";3;"Cat_6";"C"
"6170";"Female";"Yes";87;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
"6171";"Female";"Yes";52;"Yes";"Artist";3;"Low";1;"Cat_6";"A"
"6172";"Female";"No";32;"No";"Healthcare";1;"Low";3;"Cat_6";"D"
"6173";"Female";"No";42;"Yes";"Engineer";1;"Low";7;"Cat_4";"A"
"6174";"Male";"No";22;"No";"Healthcare";8;"Low";5;"Cat_2";"D"
"6175";"Female";"No";18;"No";"Doctor";2;"Low";4;"Cat_6";"D"
"6176";"Female";"No";26;"No";"Doctor";1;"Low";4;"Cat_2";"D"
"6177";"Female";"Yes";66;"Yes";"Artist";0;"Average";2;"Cat_6";"C"
"6178";"Female";"Yes";66;"No";"Engineer";6;"Average";4;"Cat_5";"B"
"6179";"Male";"Yes";69;"No";"Lawyer";1;"Low";2;"Cat_1";"B"
"6181";"Male";"Yes";55;"Yes";"Artist";1;"Low";2;"Cat_6";"A"
"6182";"Female";"Yes";49;"Yes";"Artist";6;"Low";2;"Cat_6";"C"
"6183";"Male";"Yes";61;"Yes";"Doctor";3;"Low";2;"Cat_6";"A"
"6184";"Female";"No";47;"Yes";"Artist";0;"Low";1;"Cat_1";"C"
"6185";"Male";"Yes";59;"Yes";"Executive";0;"High";5;"Cat_6";"C"
"6186";"Male";"Yes";38;"Yes";"Artist";3;"Average";4;"Cat_6";"B"
"6187";"Male";"Yes";55;"Yes";"Artist";8;"Average";2;"Cat_2";"C"
"6188";"Female";"No";25;"No";"Homemaker";1;"Low";1;"Cat_2";"D"
"6189";"Male";"No";36;"No";"Artist";2;"Low";4;"Cat_6";"A"
"6190";"Male";"Yes";41;"Yes";"Entertainment";0;"Low";1;"Cat_6";"A"
"6191";"Female";"No";39;"No";"Engineer";1;"Low";3;"Cat_3";"A"
"6192";"Female";"No";20;"No";"Healthcare";1;"Low";3;"Cat_6";"D"
"6193";"Female";"No";33;"No";"Engineer";0;"Low";5;"Cat_3";"D"
"6194";"Female";"Yes";78;"No";"Lawyer";0;"High";3;"Cat_6";"B"
"6195";"Female";"Yes";87;"No";"Lawyer";0;"Low";1;"Cat_4";"A"
"6196";"Male";"No";19;"No";"Healthcare";1;"Low";6;"Cat_4";"D"
"6198";"Female";"Yes";60;"Yes";"Artist";1;"High";4;"Cat_6";"C"
"6199";"Male";"Yes";77;"No";"Lawyer";1;"High";2;"Cat_6";"C"
"6200";"Female";"Yes";43;"No";"Entertainment";5;"Low";1;"Cat_3";"D"
"6201";"Female";"Yes";51;"Yes";"Artist";6;"Average";3;"Cat_6";"C"
"6202";"Male";"No";18;"No";"Doctor";0;"Low";5;"Cat_2";"C"
"6203";"Female";"No";46;"Yes";"Artist";0;"Low";2;"Cat_6";"B"
"6204";"Female";"No";20;"No";"Healthcare";1;"Low";5;"Cat_6";"D"
"6205";"Female";"No";27;"Yes";"Healthcare";0;"Low";5;"Cat_4";"A"
"6206";"Male";"Yes";26;"Yes";"Artist";0;"Low";2;"Cat_1";"C"
"6207";"Female";"Yes";57;"Yes";"Artist";0;"High";3;"Cat_3";"C"
"6208";"Male";"Yes";53;"Yes";"Artist";6;"Average";2;"Cat_6";"C"
"6209";"Male";"Yes";38;"Yes";"Artist";2;"Low";2;"Cat_6";"C"
"6210";"Male";"Yes";41;"No";"Doctor";1;"Low";3;"Cat_6";"A"
"6211";"Female";"Yes";81;"No";"Lawyer";0;"High";2;"Cat_6";"A"
"6212";"Female";"Yes";38;"No";"Engineer";0;"Low";3;"Cat_4";"A"
"6213";"Female";"No";30;"Yes";"Healthcare";0;"Low";1;"Cat_6";"D"
"6214";"Male";"Yes";37;"No";"Entertainment";2;"Low";3;"Cat_6";"A"
"6215";"Male";"Yes";28;"Yes";"Artist";9;"Average";2;"Cat_6";"A"
"6216";"Male";"Yes";43;"No";"Artist";1;"High";3;"Cat_6";"B"
"6217";"Male";"No";21;"No";"Doctor";0;"Low";5;"Cat_7";"D"
"6218";"Male";"Yes";33;"Yes";"Artist";1;"Average";3;"Cat_6";"A"
"6219";"Male";"Yes";78;"Yes";"Lawyer";1;"High";2;"Cat_6";"A"
"6221";"Male";"No";23;"No";"Healthcare";1;"Low";5;"Cat_3";"D"
"6222";"Female";"No";27;"No";"Healthcare";9;"Low";2;"Cat_6";"A"
"6223";"Female";"Yes";45;"Yes";"Artist";1;"Average";3;"Cat_6";"B"
"6224";"Male";"No";31;"No";"Doctor";0;"Low";1;"Cat_6";"D"
"6225";"Male";"Yes";42;"Yes";"Artist";2;"Average";2;"Cat_6";"C"
"6226";"Female";"No";37;"Yes";"Healthcare";1;"Low";3;"Cat_6";"C"
"6227";"Male";"No";33;"Yes";"Entertainment";9;"Low";2;"Cat_6";"D"
"6228";"Male";"No";32;"Yes";"Healthcare";1;"Low";3;"Cat_6";"A"
"6229";"Male";"No";21;"No";"Healthcare";1;"Low";3;"Cat_3";"D"
"6230";"Female";"No";32;"No";"Doctor";7;"Low";4;"Cat_3";"D"
"6231";"Male";"Yes";36;"Yes";"Artist";0;"Average";2;"Cat_6";"B"
"6232";"Male";"Yes";43;"Yes";"Artist";9;"Low";2;"Cat_6";"C"
"6234";"Male";"Yes";41;"Yes";"Artist";0;"Low";2;"Cat_6";"A"
"6235";"Male";"Yes";41;"Yes";"Engineer";1;"Average";2;"Cat_6";"C"
"6236";"Female";"Yes";55;"No";"Artist";1;"Low";2;"Cat_3";"B"
"6237";"Male";"Yes";61;"No";"Engineer";9;"Average";4;"Cat_6";"C"
"6238";"Female";"No";38;"No";"Artist";13;"Low";2;"Cat_4";"D"
"6239";"Male";"Yes";62;"Yes";"Entertainment";0;"Average";6;"Cat_6";"C"
"6240";"Female";"No";33;"No";"Marketing";0;"Low";4;"Cat_3";"D"
"6241";"Male";"Yes";53;"Yes";"Entertainment";1;"Average";2;"Cat_6";"B"
"6242";"Male";"No";38;"Yes";"Doctor";0;"Low";3;"Cat_6";"A"
"6243";"Male";"Yes";51;"No";"Artist";2;"Average";4;"Cat_7";"C"
"6246";"Male";"Yes";45;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"6247";"Female";"Yes";71;"No";"Engineer";2;"Low";1;"Cat_6";"B"
"6248";"Female";"No";26;"No";"Homemaker";0;"Low";6;"Cat_3";"A"
"6249";"Female";"Yes";84;"Yes";"Lawyer";1;"Low";1;"Cat_6";"A"
"6250";"Male";"Yes";56;"No";"Lawyer";0;"High";2;"Cat_6";"C"
"6251";"Male";"No";27;"No";"Marketing";8;"Low";4;"Cat_4";"D"
"6252";"Male";"No";36;"No";"Engineer";3;"Low";3;"Cat_6";"D"
"6253";"Female";"Yes";70;"Yes";"Artist";1;"Low";3;"Cat_7";"B"
"6255";"Female";"Yes";40;"Yes";"Engineer";0;"Average";2;"Cat_6";"C"
"6256";"Male";"No";22;"No";"Healthcare";0;"Low";4;"Cat_2";"D"
"6257";"Male";"Yes";48;"Yes";"Artist";4;"Low";1;"Cat_6";"B"
"6258";"Female";"Yes";41;"Yes";"Artist";9;"Average";2;"Cat_6";"C"
"6259";"Male";"Yes";77;"Yes";"Lawyer";0;"Low";2;"Cat_3";"C"
"6260";"Male";"Yes";72;"Yes";"Artist";6;"Low";1;"Cat_6";"D"
"6261";"Female";"No";21;"No";"Healthcare";1;"Low";3;"Cat_3";"D"
"6262";"Female";"No";29;"Yes";"Healthcare";3;"Low";4;"Cat_2";"C"
"6264";"Female";"No";29;"Yes";"Artist";7;"Low";7;"Cat_4";"D"
"6265";"Male";"No";18;"No";"Healthcare";0;"Low";2;"Cat_4";"D"
"6266";"Female";"Yes";38;"Yes";"Engineer";0;"Average";2;"Cat_6";"B"
"6267";"Female";"Yes";48;"Yes";"Homemaker";3;"Average";2;"Cat_3";"B"
"6268";"Female";"Yes";48;"Yes";"Doctor";1;"Average";2;"Cat_2";"A"
"6269";"Female";"No";37;"Yes";"Artist";3;"Low";1;"Cat_6";"C"
"6270";"Male";"No";32;"Yes";"Healthcare";9;"Low";5;"Cat_6";"D"
"6271";"Male";"No";33;"No";"Healthcare";3;"Low";5;"Cat_2";"B"
"6273";"Male";"Yes";47;"No";"Artist";0;"Average";5;"Cat_4";"A"
"6274";"Male";"Yes";63;"Yes";"Artist";1;"Average";3;"Cat_4";"C"
"6275";"Female";"No";26;"Yes";"Healthcare";5;"Low";2;"Cat_6";"D"
"6276";"Male";"Yes";65;"Yes";"Lawyer";11;"High";2;"Cat_6";"C"
"6277";"Male";"Yes";22;"No";"Healthcare";1;"Average";4;"Cat_7";"D"
"6278";"Female";"Yes";42;"No";"Engineer";4;"Low";1;"Cat_6";"B"
"6279";"Male";"Yes";43;"No";"Artist";8;"Low";1;"Cat_6";"A"
"6281";"Male";"No";27;"Yes";"Artist";5;"Low";4;"Cat_3";"B"
"6282";"Male";"No";42;"Yes";"Artist";7;"Low";1;"Cat_6";"A"
"6283";"Male";"Yes";45;"Yes";"Executive";1;"High";3;"Cat_6";"C"
"6284";"Male";"No";33;"Yes";"Doctor";9;"Low";6;"Cat_4";"D"
"6285";"Male";"Yes";58;"No";"Executive";0;"High";4;"Cat_3";"B"
"6286";"Male";"No";21;"No";"Doctor";0;"Low";3;"Cat_6";"A"
"6287";"Female";"No";85;"Yes";"Homemaker";4;"Low";1;"Cat_6";"D"
"6288";"Male";"No";41;"No";"Doctor";1;"Low";3;"Cat_6";"B"
"6290";"Female";"Yes";57;"No";"Engineer";0;"Low";1;"Cat_3";"B"
"6291";"Male";"Yes";38;"No";"Doctor";0;"Average";5;"Cat_6";"A"
"6292";"Male";"Yes";50;"Yes";"Artist";0;"Average";5;"Cat_6";"C"
"6294";"Male";"No";33;"No";"Healthcare";1;"Low";4;"Cat_6";"C"
"6296";"Male";"No";26;"No";"Healthcare";1;"Low";6;"Cat_6";"C"
"6297";"Male";"Yes";25;"Yes";"Artist";12;"Low";2;"Cat_6";"A"
"6298";"Male";"Yes";63;"No";"Executive";1;"High";3;"Cat_6";"C"
"6301";"Female";"No";26;"Yes";"Artist";9;"Low";1;"Cat_6";"A"
"6302";"Female";"No";30;"Yes";"Engineer";3;"Low";3;"Cat_6";"D"
"6303";"Female";"Yes";36;"Yes";"Doctor";0;"Low";1;"Cat_6";"B"
"6304";"Female";"No";22;"No";"Healthcare";1;"Low";9;"Cat_4";"D"
"6306";"Male";"No";27;"No";"Doctor";9;"Low";4;"Cat_6";"D"
"6307";"Male";"Yes";42;"Yes";"Executive";1;"High";5;"Cat_6";"B"
"6308";"Male";"No";21;"No";"Healthcare";1;"Low";2;"Cat_2";"D"
"6309";"Male";"Yes";38;"Yes";"Executive";0;"High";3;"Cat_6";"C"
"6310";"Male";"Yes";63;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"6312";"Female";"No";25;"Yes";"Engineer";8;"Low";3;"Cat_6";"D"
"6313";"Female";"Yes";69;"Yes";"Artist";1;"High";2;"Cat_6";"B"
"6314";"Male";"Yes";53;"Yes";"Artist";9;"Low";1;"Cat_6";"B"
"6315";"Male";"Yes";36;"Yes";"Artist";1;"Low";2;"Cat_6";"C"
"6316";"Male";"No";27;"Yes";"Healthcare";1;"Low";5;"Cat_6";"D"
"6318";"Male";"No";19;"No";"Healthcare";1;"Low";3;"Cat_6";"D"
"6320";"Female";"No";51;"Yes";"Lawyer";6;"Low";1;"Cat_6";"B"
"6321";"Male";"No";43;"Yes";"Entertainment";5;"Low";1;"Cat_3";"D"
"6322";"Male";"No";42;"Yes";"Artist";1;"Low";1;"Cat_6";"B"
"6324";"Male";"No";37;"Yes";"Artist";7;"Low";2;"Cat_6";"A"
"6325";"Male";"Yes";66;"No";"Lawyer";0;"High";2;"Cat_6";"B"
"6326";"Male";"Yes";39;"Yes";"Artist";1;"Average";2;"Cat_1";"A"
"6327";"Female";"No";21;"No";"Entertainment";5;"Low";5;"Cat_4";"D"
"6328";"Male";"No";21;"No";"Healthcare";1;"Low";4;"Cat_6";"D"
"6329";"Female";"Yes";28;"Yes";"Executive";8;"High";2;"Cat_6";"C"
"6330";"Male";"Yes";56;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"6332";"Male";"No";26;"Yes";"Healthcare";1;"Low";1;"Cat_6";"D"
"6333";"Male";"No";18;"No";"Healthcare";8;"Low";6;"Cat_4";"D"
"6334";"Male";"No";23;"No";"Healthcare";1;"Low";8;"Cat_4";"D"
"6335";"Female";"Yes";45;"Yes";"Artist";1;"Average";5;"Cat_3";"B"
"6336";"Female";"Yes";65;"No";"Engineer";1;"Average";3;"Cat_4";"A"
"6337";"Female";"Yes";87;"No";"Artist";0;"Low";1;"Cat_6";"A"
"6338";"Female";"Yes";56;"Yes";"Artist";5;"Average";4;"Cat_6";"C"
"6339";"Male";"No";47;"Yes";"Artist";1;"Low";2;"Cat_6";"B"
"6340";"Female";"No";68;"Yes";"Doctor";1;"Low";1;"Cat_6";"A"
"6341";"Male";"No";18;"No";"Healthcare";1;"Low";3;"Cat_4";"D"
"6342";"Male";"Yes";40;"Yes";"Artist";6;"Low";1;"Cat_6";"A"
"6343";"Female";"Yes";41;"Yes";"Doctor";0;"Low";1;"Cat_6";"B"
"6344";"Male";"No";23;"No";"Healthcare";1;"Low";4;"Cat_6";"D"
"6345";"Male";"No";35;"Yes";"Artist";9;"Low";1;"Cat_6";"B"
"6346";"Male";"Yes";66;"Yes";"Executive";1;"High";2;"Cat_6";"C"
"6347";"Male";"No";22;"No";"Doctor";8;"Low";3;"Cat_6";"D"
"6348";"Male";"No";23;"No";"Healthcare";0;"Low";4;"Cat_6";"D"
"6349";"Male";"No";18;"No";"Marketing";1;"Low";4;"Cat_1";"D"
"6350";"Male";"Yes";60;"No";"Artist";0;"Low";1;"Cat_6";"B"
"6351";"Female";"Yes";40;"No";"Artist";0;"Low";1;"Cat_4";"D"
"6353";"Male";"No";28;"No";"Entertainment";1;"Low";2;"Cat_6";"D"
"6354";"Male";"Yes";42;"No";"Artist";6;"Low";2;"Cat_6";"B"
"6355";"Male";"No";46;"Yes";"Artist";1;"Low";2;"Cat_6";"B"
"6356";"Female";"No";23;"No";"Healthcare";9;"Low";4;"Cat_4";"D"
"6357";"Male";"Yes";43;"Yes";"Artist";0;"Low";1;"Cat_6";"B"
"6358";"Female";"No";20;"No";"Entertainment";0;"Low";6;"Cat_2";"B"
"6360";"Female";"No";27;"Yes";"Engineer";4;"Low";2;"Cat_6";"D"
"6361";"Male";"Yes";82;"Yes";"Lawyer";0;"Low";1;"Cat_6";"D"
"6362";"Male";"No";21;"No";"Healthcare";0;"Low";4;"Cat_6";"D"
"6364";"Male";"Yes";60;"No";"Artist";0;"Average";2;"Cat_4";"B"
"6365";"Female";"Yes";71;"Yes";"Lawyer";0;"High";2;"Cat_6";"C"
"6366";"Female";"No";39;"Yes";"Entertainment";7;"Low";1;"Cat_6";"A"
"6368";"Female";"Yes";35;"Yes";"Artist";1;"Low";2;"Cat_6";"B"
"6369";"Male";"No";19;"No";"Healthcare";1;"Low";4;"Cat_7";"D"
"6370";"Male";"No";53;"Yes";"Artist";0;"Low";1;"Cat_6";"A"
"6371";"Male";"No";23;"No";"Healthcare";4;"Low";9;"Cat_2";"D"
"6374";"Female";"Yes";50;"Yes";"Artist";4;"Low";1;"Cat_6";"B"
"6375";"Male";"Yes";35;"Yes";"Executive";4;"High";4;"Cat_6";"C"
"6376";"Male";"Yes";32;"Yes";"Doctor";11;"Average";2;"Cat_6";"A"
"6377";"Female";"Yes";33;"No";"Engineer";5;"High";3;"Cat_6";"D"
"6378";"Female";"Yes";53;"Yes";"Artist";1;"Average";3;"Cat_6";"C"
"6379";"Male";"Yes";47;"Yes";"Artist";0;"Average";4;"Cat_6";"B"
"6380";"Female";"No";37;"Yes";"Engineer";0;"Low";1;"Cat_4";"A"
"6381";"Male";"Yes";50;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"6382";"Female";"No";23;"No";"Healthcare";9;"Low";3;"Cat_6";"D"
"6383";"Female";"No";30;"Yes";"Entertainment";9;"Low";1;"Cat_6";"D"
"6384";"Female";"No";28;"No";"Healthcare";3;"Low";2;"Cat_6";"A"
"6385";"Male";"Yes";39;"Yes";"Artist";1;"Low";1;"Cat_6";"B"
"6386";"Male";"Yes";81;"No";"Lawyer";1;"High";2;"Cat_6";"A"
"6387";"Female";"Yes";65;"No";"Engineer";0;"Average";2;"Cat_6";"B"
"6390";"Male";"Yes";30;"Yes";"Healthcare";0;"Low";2;"Cat_6";"A"
"6391";"Male";"No";40;"Yes";"Artist";8;"Low";1;"Cat_6";"B"
"6392";"Male";"No";28;"Yes";"Artist";4;"Low";6;"Cat_4";"B"
"6393";"Male";"Yes";28;"Yes";"Doctor";0;"Low";9;"Cat_4";"D"
"6394";"Female";"Yes";60;"Yes";"Homemaker";1;"Low";4;"Cat_6";"C"
"6395";"Male";"Yes";48;"Yes";"Entertainment";1;"Low";3;"Cat_6";"A"
"6396";"Male";"Yes";70;"Yes";"Lawyer";3;"Low";1;"Cat_6";"D"
"6397";"Female";"Yes";39;"Yes";"Entertainment";7;"Average";2;"Cat_6";"B"
"6398";"Male";"Yes";42;"No";"Doctor";5;"Average";5;"Cat_6";"B"
"6399";"Male";"Yes";38;"No";"Entertainment";1;"Average";2;"Cat_6";"B"
"6400";"Male";"No";35;"Yes";"Artist";0;"Low";1;"Cat_6";"C"
"6401";"Male";"Yes";43;"Yes";"Entertainment";1;"Average";3;"Cat_6";"B"
"6402";"Female";"Yes";83;"Yes";"Lawyer";1;"Low";1;"Cat_6";"B"
"6403";"Male";"Yes";43;"Yes";"Artist";8;"Low";1;"Cat_6";"B"
"6404";"Female";"Yes";46;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"6405";"Male";"Yes";50;"Yes";"Doctor";0;"Average";3;"Cat_6";"B"
"6406";"Female";"No";38;"Yes";"Artist";8;"Low";1;"Cat_6";"B"
"6407";"Male";"Yes";69;"No";"Executive";1;"High";2;"Cat_6";"C"
"6408";"Female";"Yes";38;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
